customer_id,gender,age,city,signup_date,loyalty_member
C0799,Female,58,Liverpool,2022-12-16,No
C0800,Male,28,Nottingham,2022-04-19,Yes
C0801,Male,34,Leeds,2023-02-24,Yes
C0802,Female,31,Nottingham,2022-05-04,Yes
C0803,Male,44,London,2022-12-13,Yes
C0804,Female,60,Birmingham,2023-04-07,No
C0805,Male,53,Sheffield,2022-01-05,No
C0806,Male,62,Birmingham,2023-06-05,Yes
C0807,Female,60,Bristol,2022-04-17,No
C0808,Male,35,Sheffield,2023-03-05,No
C0809,Female,26,Birmingham,2022-10-29,No
C0810,Female,62,Bristol,2023-09-09,Yes
C0811,Male,57,Liverpool,2022-07-25,No
C0812,Male,63,Birmingham,2023-11-20,No
C0813,Female,53,Nottingham,2022-04-29,No
C0814,Female,45,London,2023-11-22,Yes
C0815,Female,27,London,2022-01-26,Yes
C0816,Female,28,Liverpool,2022-07-24,No
C0817,Male,62,Liverpool,2022-05-30,Yes
C0818,Male,40,Nottingham,2023-07-09,Yes
C0819,Male,65,Sheffield,2023-09-23,Yes
C0820,Female,62,London,2023-06-08,No
C0821,Female,61,Bristol,2023-02-01,Yes
C0822,Female,30,Nottingham,2022-01-14,Yes
C0823,Female,55,Leeds,2023-10-11,Yes
C0824,Female,29,Manchester,2022-10-29,Yes
C0825,Male,42,London,2022-06-27,No
C0826,Female,26,Birmingham,2022-10-13,No
C0827,Female,47,Birmingham,2022-01-06,Yes
C0828,Female,56,London,2022-06-07,No
C0829,Female,22,Bristol,2023-05-18,Yes
C0830,Male,50,Birmingham,2022-07-08,No
C0831,Female,23,Bristol,2023-07-11,Yes
C0832,Female,39,Bristol,2022-08-07,No
C0833,Female,53,London,2022-08-12,Yes
C0834,Female,46,Leeds,2023-11-16,Yes
C0835,Female,42,Manchester,2022-02-10,No
C0836,Female,19,Bristol,2022-09-20,No
C0837,Male,36,Leeds,2023-05-14,No
C0838,Male,24,Birmingham,2023-06-11,Yes
C0839,Male,31,Leeds,2023-10-04,No
C0840,Male,52,Sheffield,2022-04-17,Yes
C0841,Male,47,Bristol,2022-06-07,Yes
C0842,Male,21,Birmingham,2022-03-31,No
C0843,Male,54,Leeds,2023-07-26,No
C0844,Female,46,Sheffield,2023-02-22,No
C0845,Male,42,Manchester,2022-11-20,Yes
C0846,Male,65,London,2023-10-19,Yes
C0847,Male,36,Liverpool,2023-01-02,Yes
C0848,Female,42,Sheffield,2022-10-16,Yes
C0849,Male,52,Leeds,2023-05-01,Yes
C0850,Female,58,Birmingham,2023-02-05,No
C0851,Female,18,Birmingham,2023-11-25,Yes
C0852,Male,54,Sheffield,2022-02-12,Yes
C0853,Male,65,Bristol,2022-11-09,Yes
C0854,Male,28,Birmingham,2023-02-27,Yes
C0855,Female,30,Manchester,2023-09-24,Yes
C0856,Male,53,Nottingham,2023-11-19,Yes
C0857,Male,34,Manchester,2022-10-25,Yes
C0858,Female,39,Bristol,2023-08-18,Yes
C0859,Male,24,Liverpool,2023-11-19,Yes
C0860,Female,49,Nottingham,2022-07-18,No
C0861,Female,62,Birmingham,2023-09-24,No
C0862,Female,28,London,2022-11-20,No
C0863,Male,63,Sheffield,2022-09-10,No
C0864,Male,61,Bristol,2023-01-04,No
C0865,Female,40,Liverpool,2023-04-19,No
C0866,Male,29,Manchester,2023-07-19,No
C0867,Male,34,Manchester,2022-05-24,Yes
C0868,Male,55,Sheffield,2022-01-20,Yes
C0869,Female,52,Nottingham,2022-02-07,Yes
C0870,Female,32,Liverpool,2023-01-10,Yes
C0871,Male,43,Bristol,2023-04-21,Yes
C0872,Male,57,Birmingham,2023-11-10,Yes
C0873,Male,29,Birmingham,2023-04-02,No
C0874,Male,32,Nottingham,2023-01-03,Yes
C0875,Female,41,Leeds,2022-03-06,Yes
C0876,Male,51,Bristol,2023-11-16,No
C0877,Female,20,London,2023-04-26,No
C0878,Female,65,Liverpool,2022-04-16,Yes
C0879,Female,41,Manchester,2023-01-21,No
C0880,Male,51,Sheffield,2023-01-21,No
C0881,Female,48,London,2022-12-20,Yes
C0882,Male,32,Manchester,2023-03-27,No
C0883,Male,29,Birmingham,2022-08-05,No
C0884,Male,60,Leeds,2023-09-09,No
C0885,Male,48,Nottingham,2022-12-05,No
C0886,Male,59,Sheffield,2022-08-04,Yes
C0887,Male,26,Birmingham,2022-09-07,Yes
C0888,Male,54,Birmingham,2023-10-07,Yes
C0889,Female,29,Sheffield,2022-06-20,Yes
C0890,Female,23,Leeds,2023-11-09,No
C0891,Female,48,Birmingham,2023-09-14,Yes
C0892,Male,55,Birmingham,2023-02-25,No
C0893,Female,47,Manchester,2022-06-21,Yes
C0894,Female,26,Manchester,2023-01-23,Yes
C0895,Female,27,Manchester,2022-07-27,Yes
C0896,Male,52,Manchester,2023-05-03,Yes
C0897,Male,56,London,2023-05-09,No
C0898,Female,41,London,2023-06-19,No
C0899,Female,42,Bristol,2022-08-23,Yes
C0900,Male,34,Nottingham,2023-03-12,Yes
C0901,Female,56,Sheffield,2022-03-27,No
C0902,Male,63,London,2022-07-13,Yes
C0903,Male,42,Leeds,2023-06-17,No
C0904,Female,24,Birmingham,2023-02-23,No
C0905,Female,34,Sheffield,2023-10-30,No
C0906,Female,61,Sheffield,2023-09-19,Yes
C0907,Female,29,Bristol,2023-02-28,No
C0908,Female,54,Bristol,2022-09-17,No
C0909,Male,65,Leeds,2022-05-22,No
C0910,Male,31,Sheffield,2022-06-15,No
C0911,Male,28,Sheffield,2023-07-18,Yes
C0912,Male,48,Sheffield,2022-04-04,Yes
C0913,Female,32,Bristol,2022-03-07,Yes
C0914,Male,64,Sheffield,2023-09-16,No
C0915,Female,63,London,2023-09-21,Yes
C0916,Female,46,London,2023-10-18,Yes
C0917,Female,30,London,2023-11-04,Yes
C0918,Male,61,London,2023-09-22,No
C0919,Male,28,Manchester,2022-09-02,No
C0920,Female,60,Sheffield,2023-02-14,No
C0921,Male,51,London,2023-08-24,Yes
C0922,Female,64,Bristol,2022-04-03,No
C0923,Male,56,Leeds,2022-10-11,No
C0924,Male,34,Birmingham,2023-02-18,No
C0925,Male,53,Manchester,2023-06-03,No
C0926,Male,50,Liverpool,2022-12-15,No
C0927,Female,54,Nottingham,2023-03-30,Yes
C0928,Female,61,Nottingham,2022-12-14,Yes
C0929,Male,34,Manchester,2023-05-09,No
C0930,Male,61,Leeds,2023-10-11,No
C0931,Female,51,London,2023-02-27,No
C0932,Female,23,Sheffield,2022-09-12,No
C0933,Male,48,Bristol,2022-03-19,No
C0934,Female,29,Leeds,2022-08-12,No
C0935,Male,65,Leeds,2022-07-24,No
C0936,Male,30,Leeds,2022-07-31,No
C0937,Male,25,Manchester,2022-06-09,No
C0938,Male,52,London,2023-09-21,No
C0939,Female,49,Liverpool,2023-01-16,No
C0940,Female,43,Leeds,2022-07-07,Yes
C0941,Female,48,London,2022-02-25,No
C0942,Male,47,Manchester,2023-02-08,No
C0943,Male,18,Leeds,2022-11-20,No
C0944,Male,38,Bristol,2023-08-18,No
C0945,Female,33,Liverpool,2022-07-11,No
C0946,Female,41,Birmingham,2023-09-20,No
C0947,Male,44,Bristol,2023-03-11,No
C0948,Female,46,Birmingham,2023-02-15,Yes
C0949,Male,24,Liverpool,2023-08-13,Yes
C0950,Female,42,Leeds,2023-07-23,Yes
C0951,Female,18,Birmingham,2022-06-03,No
C0952,Male,58,Bristol,2023-05-27,No
C0953,Female,53,London,2022-11-04,No
C0954,Male,21,Leeds,2022-04-12,No
C0955,Male,46,Bristol,2023-05-03,No
C0956,Female,53,Liverpool,2023-01-05,No
C0957,Female,25,Bristol,2022-01-21,Yes
C0958,Male,36,Bristol,2023-08-14,No
C0959,Female,65,Nottingham,2023-11-21,Yes
C0960,Female,47,Birmingham,2023-01-26,Yes
C0961,Female,44,Sheffield,2023-10-18,Yes
C0962,Male,39,Leeds,2022-03-23,No
C0963,Female,63,Liverpool,2022-11-21,No
C0964,Female,41,Nottingham,2022-10-05,No
C0965,Male,19,Birmingham,2022-06-21,Yes
C0966,Female,65,Manchester,2023-11-09,Yes
C0967,Female,24,Manchester,2022-06-20,Yes
C0968,Male,19,Sheffield,2023-04-30,Yes
C0969,Female,57,Birmingham,2022-04-17,Yes
C0970,Female,37,Leeds,2023-11-02,Yes
C0971,Female,58,Birmingham,2022-10-18,Yes
C0972,Male,19,London,2023-06-24,No
C0973,Female,47,Liverpool,2022-11-30,No
C0974,Male,55,Nottingham,2022-05-19,No
C0975,Female,40,Nottingham,2023-06-21,Yes
C0976,Female,37,Bristol,2022-04-02,No
C0977,Male,37,London,2022-09-24,Yes
C0978,Male,40,Liverpool,2023-06-20,No
C0979,Male,62,Nottingham,2023-07-02,No
C0980,Male,45,Liverpool,2022-11-03,Yes
C0981,Female,30,Sheffield,2022-01-08,No
C0982,Male,28,Sheffield,2023-02-09,No
C0983,Female,23,Sheffield,2022-08-14,Yes
C0984,Female,36,Liverpool,2023-06-14,No
C0985,Male,29,Birmingham,2022-07-12,No
C0986,Female,57,Nottingham,2022-04-24,No
C0987,Female,30,Bristol,2023-09-30,Yes
C0988,Male,52,London,2022-06-05,Yes
C0989,Female,35,Birmingham,2022-04-15,No
C0990,Male,23,Birmingham,2022-01-09,Yes
C0991,Male,39,Sheffield,2023-05-21,No
C0992,Female,47,London,2023-05-26,No
C0993,Male,21,Liverpool,2022-03-24,No
C0994,Female,29,Leeds,2022-03-15,No
C0995,Male,25,Leeds,2023-01-26,No
C0996,Male,65,London,2023-03-30,Yes
C0997,Male,51,Leeds,2023-04-17,No
C0998,Female,38,Birmingham,2023-02-03,Yes
C0999,Male,34,Nottingham,2023-07-17,No
C1000,Female,21,Leeds,2022-07-23,Yes
C1001,Female,38,London,2022-08-30,Yes
C1002,Male,43,Leeds,2022-10-10,Yes
C1003,Female,62,Birmingham,2022-02-13,No
C1004,Male,28,Nottingham,2022-04-02,Yes
C1005,Female,58,London,2023-09-26,Yes
C1006,Male,62,Manchester,2022-12-31,Yes
C1007,Male,38,Bristol,2023-05-15,No
C1008,Male,62,Sheffield,2022-07-17,No
C1009,Female,20,Nottingham,2022-05-18,No
C1010,Female,52,Nottingham,2023-07-27,Yes
C1011,Male,52,Bristol,2023-08-04,No
C1012,Female,56,Birmingham,2023-04-25,Yes
C1013,Male,46,Liverpool,2023-06-28,No
C1014,Female,47,London,2023-07-09,No
C1015,Male,57,Bristol,2022-07-09,Yes
C1016,Male,60,Sheffield,2022-11-25,Yes
C1017,Female,53,Birmingham,2023-06-21,No
C1018,Female,59,Bristol,2022-11-27,Yes
C1019,Male,20,Birmingham,2022-04-09,Yes
C1020,Male,24,Nottingham,2022-02-02,Yes
C1021,Male,54,Sheffield,2022-04-12,No
C1022,Female,21,Bristol,2023-06-23,Yes
C1023,Male,18,Leeds,2023-09-13,No
C1024,Female,58,London,2022-03-23,No
C1025,Female,41,London,2023-07-26,No
C1026,Male,64,Manchester,2023-06-26,No
C1027,Male,51,Manchester,2022-03-21,Yes
C1028,Female,30,Leeds,2022-08-25,Yes
C1029,Male,53,Sheffield,2023-08-07,Yes
C1030,Female,61,Nottingham,2023-10-16,No
C1031,Male,29,Sheffield,2022-04-17,No
C1032,Male,52,Nottingham,2023-11-05,No
C1033,Female,41,Sheffield,2022-11-19,No
C1034,Male,54,Leeds,2022-11-28,No
C1035,Female,41,Nottingham,2023-07-18,No
C1036,Male,64,London,2023-02-11,No
C1037,Male,51,Birmingham,2023-09-03,No
C1038,Female,32,Leeds,2022-01-07,No
C1039,Female,53,Birmingham,2022-01-23,Yes
C1040,Female,40,Birmingham,2022-02-08,Yes
C1041,Female,55,Leeds,2022-09-29,Yes
C1042,Female,23,Sheffield,2022-09-20,Yes
C1043,Female,48,Birmingham,2022-03-21,No
C1044,Male,56,Liverpool,2023-08-14,Yes
C1045,Female,23,London,2023-08-14,No
C1046,Female,44,Manchester,2022-12-23,Yes
C1047,Male,58,Sheffield,2023-10-31,Yes
C1048,Male,38,Birmingham,2022-11-09,No
C1049,Male,27,London,2023-05-30,No
C1050,Male,32,Sheffield,2023-04-02,No
C1051,Male,26,Bristol,2023-02-08,Yes
C1052,Male,53,Sheffield,2023-05-03,No
C1053,Female,50,Sheffield,2022-03-29,Yes
C1054,Female,53,Leeds,2022-05-19,No
C1055,Male,53,Leeds,2023-02-09,Yes
C1056,Female,45,Bristol,2022-03-15,Yes
C1057,Female,45,Bristol,2022-04-26,No
C1058,Female,40,London,2022-07-15,No
C1059,Female,57,Nottingham,2022-06-23,Yes
C1060,Male,32,Leeds,2023-03-28,No
C1061,Male,25,London,2022-06-09,Yes
C1062,Male,36,London,2023-09-28,No
C1063,Female,46,Nottingham,2022-04-24,Yes
C1064,Male,65,Leeds,2022-12-06,Yes
C1065,Female,53,Nottingham,2023-07-14,Yes
C1066,Male,42,London,2023-11-16,No
C1067,Male,36,Leeds,2022-06-24,No
C1068,Female,59,London,2022-02-24,Yes
C1069,Female,60,Bristol,2023-02-02,Yes
C1070,Female,59,Sheffield,2022-01-20,Yes
C1071,Male,38,Nottingham,2023-01-25,Yes
C1072,Male,50,Nottingham,2022-07-10,Yes
C1073,Male,51,Liverpool,2022-02-10,No
C1074,Female,65,Birmingham,2023-05-17,Yes
C1075,Female,40,Liverpool,2022-12-22,Yes
C1076,Female,21,Liverpool,2023-05-29,No
C1077,Female,32,Birmingham,2022-01-31,No
C1078,Male,23,Sheffield,2023-02-07,Yes
C1079,Male,54,Birmingham,2023-03-04,No
C1080,Female,46,Birmingham,2022-11-16,Yes
C1081,Male,55,Leeds,2023-10-31,Yes
C1082,Male,45,Birmingham,2022-11-13,Yes
C1083,Male,53,Manchester,2022-11-22,Yes
C1084,Male,64,London,2022-11-22,No
C1085,Female,37,Nottingham,2023-02-28,No
C1086,Male,24,Birmingham,2022-06-05,Yes
C1087,Female,56,Leeds,2022-01-27,Yes
C1088,Male,40,Manchester,2022-08-25,No
C1089,Female,63,Bristol,2022-05-18,Yes
C1090,Female,48,Birmingham,2023-02-01,Yes
C1091,Male,20,Sheffield,2022-07-17,Yes
C1092,Female,32,Leeds,2022-10-04,Yes
C1093,Male,46,Nottingham,2022-03-09,No
C1094,Male,45,Sheffield,2023-04-14,Yes
C1095,Female,64,Bristol,2023-09-15,No
C1096,Male,51,Manchester,2023-09-19,No
C1097,Male,33,Sheffield,2023-04-13,Yes
C1098,Female,51,London,2023-07-26,Yes
C1099,Female,43,Liverpool,2022-10-26,No
C1100,Male,45,Liverpool,2023-04-18,Yes
C1101,Male,47,Nottingham,2023-06-14,Yes
C1102,Male,29,Birmingham,2023-05-28,No
C1103,Female,46,London,2023-02-28,Yes
C1104,Male,47,Manchester,2023-04-10,No
C1105,Male,63,Manchester,2022-11-28,Yes
C1106,Female,58,Bristol,2022-04-27,Yes
C1107,Female,64,Birmingham,2023-06-21,No
C1108,Female,20,Birmingham,2023-07-18,No
C1109,Male,28,Birmingham,2023-08-03,Yes
C1110,Female,37,Liverpool,2022-02-22,No
C1111,Male,25,Birmingham,2022-10-23,Yes
C1112,Female,18,Nottingham,2022-01-04,No
C1113,Male,56,Nottingham,2023-05-26,Yes
C1114,Female,47,Sheffield,2022-08-11,No
C1115,Male,33,Liverpool,2022-03-23,Yes
C1116,Male,27,London,2022-02-20,No
C1117,Male,20,Liverpool,2022-02-07,No
C1118,Male,24,Sheffield,2022-03-31,Yes
C1119,Female,57,Birmingham,2022-06-15,No
C1120,Female,20,Manchester,2023-08-16,No
C1121,Female,42,Manchester,2022-11-27,No
C1122,Male,36,Nottingham,2023-07-18,Yes
C1123,Female,39,Sheffield,2022-05-05,Yes
C1124,Male,24,Manchester,2022-08-03,No
C1125,Female,45,Bristol,2023-09-12,No
C1126,Female,26,Nottingham,2023-06-23,No
C1127,Male,57,Leeds,2023-05-20,No
C1128,Male,25,London,2022-07-18,No
C1129,Male,65,Leeds,2023-10-03,No
C1130,Male,39,Bristol,2023-02-28,Yes
C1131,Male,62,Liverpool,2022-01-12,No
C1132,Female,37,Bristol,2022-03-11,Yes
C1133,Female,39,Sheffield,2022-04-27,Yes
C1134,Male,39,Bristol,2022-06-29,No
C1135,Male,59,Birmingham,2023-05-01,No
C1136,Female,52,Bristol,2022-06-09,No
C1137,Male,51,Liverpool,2023-02-28,No
C1138,Male,31,Bristol,2023-07-23,No
C1139,Male,35,London,2022-03-09,No
C1140,Male,54,Sheffield,2023-01-20,Yes
C1141,Male,37,Bristol,2023-09-02,Yes
C1142,Female,23,Nottingham,2022-10-06,Yes
C1143,Female,37,Leeds,2023-01-16,No
C1144,Male,41,London,2022-06-29,Yes
C1145,Female,50,London,2022-04-05,No
C1146,Male,30,Bristol,2023-05-28,No
C1147,Female,38,Birmingham,2023-06-21,Yes
C1148,Male,31,London,2023-06-13,No
C1149,Male,18,Liverpool,2023-02-01,Yes
C1150,Male,39,Nottingham,2023-09-01,Yes
C1151,Female,19,Liverpool,2022-04-16,Yes
C1152,Male,30,Liverpool,2022-11-25,No
C1153,Female,46,Manchester,2023-06-30,No
C1154,Male,35,Manchester,2022-06-02,Yes
C1155,Male,31,Bristol,2023-09-30,No
C1156,Male,63,Liverpool,2022-10-05,Yes
C1157,Male,37,Bristol,2022-06-25,No
C1158,Male,19,Nottingham,2022-02-21,Yes
C1159,Female,21,Manchester,2022-04-19,No
C1160,Male,63,Nottingham,2023-02-06,No
C1161,Female,30,Manchester,2022-11-16,No
C1162,Male,23,Nottingham,2023-08-05,Yes
C1163,Female,61,Nottingham,2023-04-12,No
C1164,Male,27,Liverpool,2022-08-26,No
C1165,Male,62,Bristol,2023-02-06,No
C1166,Female,19,Manchester,2023-04-10,No
C1167,Female,48,Nottingham,2022-04-26,Yes
C1168,Female,56,Birmingham,2022-10-17,Yes
C1169,Male,38,Manchester,2023-02-20,No
C1170,Female,43,Sheffield,2023-06-30,Yes
C1171,Male,53,Birmingham,2023-09-28,No
C1172,Male,39,Leeds,2023-01-29,No
C1173,Female,52,Leeds,2023-03-22,Yes
C1174,Male,65,Nottingham,2023-11-10,Yes
C1175,Female,38,Manchester,2023-08-30,No
C1176,Female,43,Manchester,2022-06-30,Yes
C1177,Female,38,Nottingham,2023-09-03,Yes
C1178,Male,26,London,2022-04-03,Yes
C1179,Male,46,Liverpool,2023-11-08,No
C1180,Female,30,Leeds,2023-09-23,No
C1181,Female,45,Bristol,2022-11-03,Yes
C1182,Male,57,Sheffield,2023-08-20,Yes
C1183,Male,41,London,2022-10-29,Yes
C1184,Female,25,Liverpool,2023-07-28,Yes
C1185,Female,62,Sheffield,2022-08-29,No
C1186,Female,42,Sheffield,2023-01-27,Yes
C1187,Male,48,Birmingham,2023-11-10,Yes
C1188,Female,41,Sheffield,2023-07-23,Yes
C1189,Male,26,London,2022-10-23,Yes
C1190,Male,27,Nottingham,2023-10-26,No
C1191,Male,26,Sheffield,2022-05-20,No
C1192,Female,57,Birmingham,2023-09-11,No
C1193,Female,53,Nottingham,2023-06-06,No
C1194,Male,29,Sheffield,2022-12-30,Yes
C1195,Female,64,Leeds,2023-08-15,No
C1196,Female,20,London,2023-02-25,No
C1197,Male,55,Nottingham,2023-01-13,Yes
C1198,Female,47,Manchester,2022-05-26,Yes
C1199,Female,58,Manchester,2022-09-09,No
C1200,Male,39,London,2023-09-20,No
